user_input,bot_response,ability,extra_label
"Yes ! But the happy ending came at a high price.On May third , 1886 , police fired into a crowd of strikers at the McCormick Reaper Works Factory , killing four and wounding many . A mass meeting was called for the next day to protest the brutality .",And then what happened ?,conversation,neutral
Did your wife give birth yet ?,Yeah . She's a healthy beautiful girl .,conversation,happiness
Congratulations . How is your wife doing ?,"She is tired , but getting a lot of rest now .",conversation,happiness
That's good to hear .,I'm just glad there were no complications .,conversation,neutral
"If your wife and baby are both happy , what more can you ask for ?","It's been a week , and I haven't slept that well .",conversation,neutral
That's normal for anyone with a newborn .,"Yeah , but it's so hard . I have to work , and then go home and take care of my wife and the baby . I'm going to get sick at this rate .",conversation,neutral
"You'll get used to it . After everything stabilizes , you can regain your health .",That's true . I should make sure my wife and baby stay healthy during this time .,conversation,neutral
"Irene ! I heard you were on a date last night ! So , how how did it go ? I want all the juicy details !","Um ... well , actually , we had a fantastic time last night . He was ... amazing !",conversation,neutral
"Okay , now you really have to fill me in . What ’ s he like ?","He ’ s really good looking . he ’ s quite tall , around 61 , he ’ s in his early thirties , and he ’ s got the most beautiful dark brown eyes ...",conversation,neutral
He sounds hot ! What does he do for a living ?,"You know what , this is the best part . David is a junior investment banker at Fortune Bank , so he ’ s got a great career path ahead of him !",conversation,neutral
"Hold on a sec , his name is David ?",Yeah ?,conversation,neutral
"Hi , Lucy . What are you going to do this weekend ?",I have no idea yet . Do you have any suggestions ?,conversation,neutral
Would you like to play tennis with me ?,I'd like to .,conversation,happiness
Be sure to get to the sports hall at nine o'clock on Sunday morning .,"OK , will do !",conversation,happiness
I heard that Jim lost 100 yuan . Do you know that ?,I don't know .,conversation,neutral
Really ?,Yes .,conversation,neutral
But some classmates said you took the money .,It is not true .,conversation,neutral
Look at my eyes .,"Well , I confess . I did it , because I urgently need money to buy some medicine for my mother for she is badly ill . I'm ashamed that I did that .",conversation,sadness
Return the money to Jim and make an apology . I think he will forgive you .,I will .,conversation,sadness
Howdy ! Nice car ! What seems to be the problem ?,"I don ’ t know ! This stupid old car started spewing white smoke and it just died on me . Luckily , I managed to start it up and drive it here . What do you think it is ?",conversation,neutral
"Not sure yet.How about you pop the hood and we can take a look . Mmmm , it doesn ’ t look good .",What do you mean ? My daddy gave me this car for my birthday last month . It ’ s brand new !,conversation,anger
"Well missy , the white smoke that you saw is steam from the radiator . You overheated your engine so now the pistons are busted and so is your transmission . You should have called us and we could have towed you over here when your car died .",Ugh ... So how long is this going to take ? An hour ?,conversation,neutral
"I ’ m afraid a bit more than that . We need to order the spare parts , take apart your electrical system , fuel pump and engine and then put it back together again . You are going to have to leave it here for at least two weeks .",What ! How am I supposed to get to school or go shopping ? This is not happening !,conversation,surprise
I like this kind of weather .,"Yes , a little breeze and a lovely moon .",conversation,happiness
And it's calm . I like the peace .,"Me , too .",conversation,happiness
A friend of mine is now in the big house . He was caught red-handed for selling cocaine .,That is a deadly risky business . He should have it coming on him .,conversation,neutral
He must be regretting about having done the business .,I bet he is . He domed his own life .,conversation,neutral
Do you like climbing ?,"Yes , I like it very much .",conversation,happiness
How about climbing up the Fragrant Mountain tomorrow ?,Where is it ?,conversation,happiness
"It is located at the east foot of Western Mountain of Beijing , in a park with the same name . There are some huge stones within the mountain which look like the censer , so it is called ' Fragrant Mountain ' .",Have you visited it before ?,conversation,happiness
"Many times . Except climbing , there are many attractions worth visiting .",Like what ?,conversation,happiness
"It is the best season to view red leaves from the Mid-October to the first ten days of November . During the period , thousands of hectares of maples on the sloping field are so red that you would recognize them as fallen petals by mistake if looking from a further area . The bright red , pink , scarlet , and peach-puff leaves are distributed in different layout , with some green pines and cypresses dotted in between .",Sounds marvelous .,conversation,happiness
You can take a bird-eye view at the glorious picture when you arrive at the top of the mountain .,Great . I will prepare some clothes and food for the climbing .,conversation,happiness
What had make you so upset ?,Frank has gone out with Lucy again .,conversation,sadness
What ’ s wrong with that ?,"Lucy is known as a social butterfly . She has taken many rich men for a ride , you know .",conversation,sadness
"To be frank , I find philosophy rather boring .","To tell you the truth , it's the most tedious course I'ever had .",conversation,disgust
How could you manage to pass the exam ?,It is still a mystery to me .,conversation,neutral
That one looks pretty big . Are you going to keep it ?,Of course . I always keep what I catch .,conversation,neutral
Not me . I like to throw back what I catch .,"If it's within the legal limit , I prefer to keep it .",conversation,neutral
"Lester , you are really fantastic at automobile repair .","Thanks , June . But I think I need to be certified as a mechanic before I ’ m allowed to repair cars for a living .",conversation,happiness
That ’ s not a big problem . There are many small schools for adults like you who can study to be certified .,I guess I never thought of that before .,conversation,happiness
"And you can easily get a student loan from a vocational school , or from the government .","Wow , you ’ Ve inspired me to do something !",conversation,happiness
"Hey , Ted . What are you up to this Friday ?","Well , I have the day off from work .",conversation,neutral
That ’ s great ! Do you have any plans ?,"Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy .",conversation,happiness
Sounds nice .,"Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies .",conversation,happiness
Can I stop by ?,Sure . Any time .,conversation,happiness
"Judy , what is everybody talking about ?",Haven ’ t you heard ? Richard was fired by our manager .,conversation,neutral
You ’ re kidding . It can ’ t be true .,Believe it or not . Everybody is talking about it in the company .,conversation,neutral
Really ? I ’ m surprised .,Me too .,conversation,surprise
How do you like waltz ?,"It's very nice , I like it very much .",conversation,happiness
May I invite you for the first dance ?,My pleasure . But I'm afraid I'm not much of a dancer .,conversation,happiness
"In fact , I took up dancing quite recently , too .","Oh , really ? But you're doing the tango wonderfully well .",conversation,happiness
"I'm glad you say so , you dance beautifully too . It's lucky that I got a partner .",Thank you for your compliments . It's just that you are a good leader . Do you like the samba and waltz ?,conversation,happiness
Yes . And what dances do you like best ?,Waltz is my favorite . I like it better than any other dances .,conversation,happiness
"Oh , the music has stopped . Thank you for the dance .",My pleasure . Let's go and have a drink .,conversation,happiness
What can I do for you today ?,I need to return a book .,conversation,neutral
Can I do anything else for you ?,I want to check this magazine out .,conversation,neutral
We don ’ t allow people to check out magazines .,Why not ?,conversation,neutral
It ’ s just a policy of ours .,So what am I allowed to check out ?,conversation,neutral
You may check out books or videos .,I need to check out this magazine .,conversation,neutral
You will have to just read it in the library .,That doesn ’ t make any sense .,conversation,sadness
Happy Valentine's Day !,That's nice of you .,conversation,happiness
Could I treat you to dinner tonight ?,Wonderful .,conversation,happiness
Wow ! Look at the time . lt's about 11 0 ' clock .,Really ? I didn't realize it was so late .,conversation,surprise
Where are you going this weekend ?,I have no idea . Maybe I will sleep for the whole day .,conversation,neutral
So boring ! Shall we go out for a picnic with my friends ?,Sounds interesting . Who are the other people ?,conversation,happiness
"Fred and David , my college class mates and Rachel .",Gorgeous ! What should I bring on that day ?,conversation,happiness
Your tent and enough food and water .,"You mean , we can do many other things after the picnic , right ?",conversation,happiness
"We can go fishing , chatting and camping .",What are we waiting for ? Come on !,conversation,happiness
so ... what kind of things do you do in your free time ?,I'm really into watching foreign films . what about you ?,conversation,neutral
I like to do just about anything outdoors . Do you enjoy camping ?,"camping for an evening is ok , but I couldn't do it for much longer than one night !",conversation,neutral
have you ever been camping in the Boundary Waters ?,"no , but I've always wanted to do that . I've heard it's a beautiful place to go .",conversation,neutral
it's fantastic . My family and I are very fond of the place .,do you have any photos of any of your camping trips there ?,conversation,neutral
"sure , would you like to see them ?",that'd be great . What kind of camera do you have ?,conversation,neutral
I have a Canon SLR .,"so , you must be pretty interested in photography then .",conversation,neutral
I'd call it one of my hobbies . Do you know much about photography ?,"actually , I do . I took quite a few photography classes at University .",conversation,neutral
have you heard about the photography exhibit that's going on at the art gallery this weekend ?,"yes , I was planning on going . Are you ?",conversation,neutral
"yes.In fact , maybe we could go together .",that'd be great . what time should I meet you there ?,conversation,neutral
how about at 11:00 ?,sounds great . see you then .,conversation,neutral
"So Janet , do you do any sports ?","Well , I go to the gym a lot . I am a member of a gym nearby .",conversation,neutral
"Yeah , how often do you go ?",About three times a week if I can .,conversation,neutral
Not bad ! Do you do any other sports ?,"Not really . I ’ d really like to try golf , though .",conversation,neutral
Guess what ? I won the speech contest at my school .,"Wow , that's great !",conversation,happiness
"Oh , hi Pam . When did you get back from Canada ? How was it ?","The day before yesterday . I only visited Montreal and Ottawa , but I had a great time .",conversation,neutral
Which city did you like better ?,"That's hard to say ... I think Ottawa is prettier.It has better sightseeing , too . A lot of museums and galleries .",conversation,neutral
And what's Montreal like ? What did you think of it ?,Montreal is more exciting . It has better shopping.The stores are cheaper and more interesting .,conversation,neutral
Which one has better nightlife ?,"Oh , Montreal of sure . It has more restaurants and clubs.They say Montreal is the most exciting city in Canada .",conversation,neutral
"Well , you seem to enjoy speaking English .",You can't help learning when you're using it all day . You'll see . A few weeks ' study in the school will have a similar effect on you .,conversation,neutral
"I hope so.You see , at the moment I find it difficult to get used to the teacher's speed and accent . I'm awfully worried , I can't reply as quickly as she seems to expect .","Oh , she likes keeping us on our toes by getting us use English throughout the class . She doesn't mind your making mistakes , though .",conversation,neutral
What happened to my cup ?,I accidentally knocked it off the table and it broke . I'm really sorry .,conversation,neutral
"Are you going out , Jack ?",I'll be right back . I just need to mail this package .,conversation,neutral
Which language do you speak ?,"Well , I studied French at school , but I ’ Ve forgotten most of it . I learnt some Russian while I was studying there and now I study Spanish in evening classes . Do you speak Japanese at home with your pa",conversation,neutral
"Yes , I do . I ’ m learning Chinese now on the internet .",How do you find studying a language on the internet ?,conversation,neutral
"It ’ s not easy , particularly with listening and speaking , because sometimes the connection isn ’ t too good .",I bet you find the character difficult to write !,conversation,neutral
"Actually , many of the characters are the same or very similar in both Chinese and Japanese , so they ’ re easy for me .","So , you can read and write much better than you speak and understand other speakers , right ?",conversation,neutral
Yes . How are the Spanish classes going ?,"In a way , it ’ s similar to your experience of learning Chinese . Some Spanish words are very similar to English ones . But I need to practise listening to native speakers and saying the words myself .",conversation,neutral
What happened to John ?,He quit,conversation,neutral
"Professor , I will not be here for our next class meeting .",Is this absolutely necessary ?,conversation,neutral
"I tried to work something out , but I really do have to miss one class .",Will you be able to make up the work you missed ?,conversation,neutral
I'm going to be doing a lot of extra reading .,Remember that I will only let you miss one class meeting per semester .,conversation,neutral
"Yes , I remember .",Could you e-mail me this week as a reminder ?,conversation,neutral
"Sure , no problem .",Make good use of that day off ; you'll only have one this semester !,conversation,neutral
"Ms.Green , are the schools more or less similar everywhere throughout the United States , or do they differ in various sections ?",The system of public schools is fairly uniform everywhere throughout the United States .,conversation,neutral
Do most students in the United States attend private schools or public schools ?,"Most public schools in the United States are very good , and the majority of students attend the public schools .",conversation,neutral
"Which students go to private schools , then ?","Children needing special instruction . Children whose parents can afford to send them to private schools , and children whose parents want them to receive a religious education .",conversation,neutral
But are the public schools good everywhere ?,"No , public schools can be very different . Even in the same city .",conversation,neutral
Dose it cost anything to attend the public schools ? Are there any restrictions as to who may and may not attend ?,"The public schools in the United States are free to everyone and there is no cost to the student . In most states , even the textbooks are free . There are no restrictions as to color , race , or religion.Any student wishing to attend the public schools may do so .",conversation,neutral
We thought you might like to participate in our rehearsal .,I ’ m afraid I ’ m already booked up for next Sunday . But thank you just the same .,conversation,sadness
Have you seen this ?,What ?,conversation,neutral
They killed another hostage .,"Oh , how awful . What a terrible thing to do .",conversation,disgust
I agree completely . I just don't understand what's wrong with them . Don't they have any humanity ?,"Well , maybe they've got a point . I mean , I suspect that they think the same about us .",conversation,neutral
"Yes , but that doesn't make them right , does it ? Just because they think so ?","I guess not . My view is that we should give in to their demands , so that innocent people can stop getting killed .",conversation,neutral
"Come on , you can't be serious ! We should never give in to terrorist's demands , otherwise where would we be ?","Well , that's probably true , but I don't think we should be dogmatic about it . A colleague of mine was kidnapped once , so perhaps I have a different view of things .",conversation,neutral
Really ? What happened ?,"Well , it was in the Balkans during the war . He was only held for three days , and then they simply released him . It was a case of mistaken identity , and they just let him go when they found out he was no use to them . It was lucky they didn't kill him .",conversation,neutral
How have you been ?,"Fine , thank you .",conversation,neutral
And how ’ s everyone in your family ?,"Very well , thank you . I ’ m meeting my wife and daughter for lunch at 12 , would you care to join us ?",conversation,neutral
Where did you get your mobile ? It's really cute .,"Oh , this ? I got it in Singapore . Here , do you want to take a look ?",conversation,neutral
"Thanks . Gee , it's really light !","Yes , it is , isn't it ? A bit too light , really . What make have you got ?",conversation,happiness
I've got an old Ericsson . Here . Take a look .,"Wow , that's really old .",conversation,happiness
"Yes , I like collecting antiques .",Why don't you get a new one ?,conversation,neutral
"I don't know . I like this one , and I don't have any need for all the bells and whistles you get on the new ones .","Really , what makes you say that ?",conversation,surprise
"Well , I just need to make and receive calls , and it's quite reliable . I find that the more fancy stuff they put into these things , the more likely they are to break bown or go wrong , you know ? I mean , this camera function , for instance-how often do you use it ?","Sometimes , but I guess not very often . It's more for fun . Sometimes when I'm on a trip , for example , I can take a picture and send it to my kids . Or I can send a picture of a sample back to my office and get it costed up immediately .",conversation,neutral
"Well , that's nice I guess . So how many kids do you have ?",Three . Two boys and a girl .,conversation,happiness
"I ’ m sorry , but I can ’ t find the book that you lend me .","Oh , that ’ s alright .",conversation,neutral
I must apologize . I ’ ll buy you a new one tomorrow .,No . Please don ’ t . I couldn ’ t let you do that .,conversation,neutral
How did Jim get the money ?,He borrowed it from Nick .,conversation,neutral
He must be mad ! Nick is a loan shark .,He was too desperate to find some other way .,conversation,neutral
Are your ready to go to the supermarket ?,"Yes , are you ?",conversation,neutral
"I've got my money and my keys , so I'm ready .","You do know that it's absolutely freezing out , don't you ? I'd put a coat on if I were you .",conversation,neutral
It wasn't cold out this morning .,"Well , it's started raining since then . Look out the window ! It's pouring rain out there !",conversation,neutral
Have a look outside for me . Does that look like hail to you ?,"It does , actually . Maybe we should wait for it to clear up before we go shopping .",conversation,neutral
That's a good idea . But maybe we should move the car so that the hail doesn't dent it .,Ok . I'll go move the car if you turn the heat on . It's a bit chilly in here .,conversation,neutral
How long do you think this hailstorm is supposed to last ?,I don't know . The weatherman didn't say anything about this in his weather report last night .,conversation,neutral
Maybe we should turn on the news in case it's supposed to get worse .,I don't think we have anything to worry about . Do you want to put on a cup of tea as well ?,conversation,happiness
Good idea . That will help us to warm up .,"If I'm not back in ten minutes , come and find me .",conversation,happiness
Is everything ready for the Christmas party ?,"Almost . I ’ Ve put up the decorations , and we ’ Ve decorated the Christmas tree with plenty of tinsel and baubles .",conversation,neutral
"I like the big star on the top of the tree . I ’ ll put the presents under the tree later , how ’ s the food .","I ’ Ve prepared most of it already and we ’ Ve got plenty of snack foods-you know , crisps , biscuits , and things . Are you going to make the punch ?",conversation,neutral
Yes . I ’ Ve bought all the things to go in it . It won ’ t take long to make . How many people are coming to the party ?,I think everyone will be coming . Dave don ’ t come because he has to go to his parent ’ s home and they live in Scotland .,conversation,neutral
Do we have Christmas pudding ?,"Yes , we do . I hope we have enough for everyone . Did you send out all your Christmas cards in time ?",conversation,neutral
"Yes , I did . I send most of them a week ago . I ’ Ve brought some with me to the party to give to people in person .",I did the same . I spent hours yesterday evening wrapping presents . I hope I didn ’ t forget to buy anyone something !,conversation,neutral
Today is the old couple ’ s golden wedding .,That must be a long love story .,conversation,neutral
Yeah . They promised to stick together forever when they were young .,They have made it . Will our love last 50 years ?,conversation,neutral
Do you think you could keep the noise down ?,I'm sorry . Am I keeping you awake ?,conversation,neutral
"Yes . And another thing , would you mind not making long distance calls ?",I'm sorry . I thought you wouldn't mind .,conversation,neutral
"Hey , Brad . How was your day ?",Pretty good . Where are you going ?,conversation,happiness
I'm going home .,Wait . We have to return to our homeroom and wait to be dismissed .,conversation,neutral
Is that right ?,Our homeroom teacher has to take attendance again to make sure that we're all here .,conversation,neutral
So he takes attendance once in the morning and once in the afternoon .,Yeah . I'm going to my locker to get my jacket . Catch you later .,conversation,neutral
Mary and I decided to ring the curtain down on our love affair .,"What ? You have been in love for six years , haven ’ t you ?",conversation,neutral
Don ’ t make a fuss . Many people divorce after having living together for many years .,What a pity .,conversation,neutral
Did you enjoy the movie ?,"Oh , it's really a drag .",conversation,disgust
Sorry to hear that . I think it's even better than On the Golden pond .,Hell with it ! Nobody will give it an Academy award !,conversation,disgust
I have some photos here taken by myself . Would you like to see them ?,"Sure . Speaking of photos , what type of film will be the best ? You know , I'm planning a tour to Jiuzhaigou Valley .",conversation,happiness
I would get Fuji 200 film for taking photos of natural beauty .,Thank you so much . You're an expert .,conversation,happiness
"How about you , Chuck ? Where did you grow up ?","Well , I was born in Ohio , but I grew up in Texas .",conversation,neutral
And when did you come to Los Angeles ?,In 1978 . I went to college here .,conversation,neutral
Oh . What was your major ?,Drama . I was an actor for five years after college .,conversation,neutral
That's interesting . So why did you become a hairdresser ?,Because I needed the money . And because I was good at it . Look ! What do you think ?,conversation,neutral
How are your wedding plans going ?,Very well . We ’ Ve got everything taken care of already .,conversation,happiness
Are you going to get married in the church ?,"Neither of us is very religious , so we decided not to get married there .",conversation,neutral
Have you booked the hotel for the reception ?,Yes . The Palace Hotel . You have to be there .,conversation,neutral
Look ! The girl is so beautiful and she is smiling at me . She is lovely .,"I can't agree with you . She's pretty , but she always blows hot and cold .",conversation,neutral
What makes you think so ?,"She's my sister , you know .",conversation,neutral
What's the matter with you ? You don't look well .,Nothing . Maybe it is just the weather . Rainy days often make me feel a little sad .,conversation,neutral
Really ? I like rainy days . The moisture in the air is good for my skin .,Sure . But it is too cold today . I have to put on warm clothes and look stupid .,conversation,neutral
"Philip , I was really glad to hear about your award . Congratulations !","Thanks , Denise . Actually , I was really surprised . I mean , there were a lot of qualified people out there .",conversation,happiness
Sure . But the work you did was really exceptional ! You definitely deserved it !,"Thanks a lot . I expect to see your name nominated pretty soon , too . You ’ Ve been doing some great work !",conversation,happiness
Hi ! I see you are having fun with your new computer and internet connection .,There ’ s so much I want to do . I ’ Ve just finished sending lots of emails to friends and family all over the world . I just ran a search for music to download .,conversation,neutral
I can give you the name of a few useful website to visit .,Thanks . That would be very helpful . I ’ Ve discovered that it can take a long time to find exactly what you want . There ’ s too much information on the net .,conversation,happiness
"When you sent your emails , did you attach any files to them ?","Yes , I did . There ’ s an anti-virus program with my email account that scans all attachments , so I ’ m sure I haven ’ t sent anything nasty to anyone .",conversation,neutral
"When you use the internet , be careful not to give out your email address very often . If you do , you might get a lot of spam-unwanted email from companies trying to sell you things .","That ’ s good advice . I should also be careful about giving out confidential information about myself , such as my password and credit car number .",conversation,happiness
That ’ s right . Another thing to remember when you are surfing is that you can add a web page to your list of favourites . Your computer will remember the page and you can return there quickly next time you want to visit .,How do I do that ?,conversation,neutral
"Take this web page for example . Press the keys “ control ” and “ d ” together . Click on “ favourites ” at the top of the screen . There you are . It has been added to you favourites list . If you click it , you will automatically go to that web page again .",That ’ s useful to know . Thanks . I ’ ll just log off and shout down my computer and we can go for a coffee .,conversation,happiness
"If you fall in love like him , you will go soft in the head , as well .",Come off it .,conversation,neutral
You want a bet ?,Why not ?,conversation,neutral
Is there any more vodka in that bottle ?,"Hum , I think there's enough for one more , yes .",conversation,neutral
"Marvelous . Pass it over . My name's George , by the way .","Nice to meet you , George . I'm Irene .",conversation,happiness
"So Irene , what do you do ?",I'm in computing . I work for Macrohard .,conversation,neutral
"Macrohard , eh ?",What do you do ?,conversation,neutral
Are you still busy today ?,It seems to be . How about you today ?,conversation,neutral
"Fine , honey . Rome couldn't be built with in one day .","OK , I'll find the time to relax soon .",conversation,happiness
"How are you feeling , champ ? Ready to go ?","You know , if I can keep up my workouts , I think I have a chance in 2004 .",conversation,neutral
In what ?,In gymnastics . I'm pretty flexible . Look ! I can even touch my toes !,conversation,neutral
Can you do the vault ?,I do back flips at the pool all the time .,conversation,neutral
I've come to say good-bye .,When are you off ?,conversation,neutral
I'm flying home on Sunday afternoon .,"Well , good-bye . See you soon .",conversation,neutral
Have you ever noticed that serious pollution in modern cities goes from bad to worse ?,You said it . We ’ er breathing poisonous air every day .,conversation,neutral
I think it ’ s time for the government to take strong action . And people should try to protect environment .,I absolutely agree with you .,conversation,neutral
When will you be able to come here ?,I can't come until next week .,conversation,neutral
"Okay , I'll have everything prepared for you when you get here .","Thanks , I'll see you around Wednesday then .",conversation,happiness
Who's that tall guy over there ?,"Oh , that's George . He looks very drunk .",conversation,neutral
What's he like normally ?,"Oh , he's really reserved , normally . But , from what I hear , he's got lots of problems .",conversation,neutral
Really ? What kind of problems ?,"Well , off the record , of course , but I hear that he's got terrible debts . He has his own company , and it's not going very well .",conversation,neutral
"Really ? Well , I hate to say this , but I'm not surprised .",Really ? What makes you say that ?,conversation,surprise
"Well , he doesn't look very honest .","I know , that's the problem . He can't find any customers . It's a pity , really , because his products are very good . Oh , that reminds me . Did I tell you about my new laptop ?",conversation,neutral
"Oh , don't talk to me about laptops . Mine crashed on Friday and I lost everything . I hate them .","Oh , really ?",conversation,neutral
"Look , I need another drink . Do you want one ?","Yes , I'll have another cocktail .",conversation,happiness
Vodka martini ?,Absolutely .,conversation,happiness
I'll be back in a sec .,OK . I'll wait here for you .,conversation,happiness
John passed away .,When ? I saw him well last month .,conversation,neutral
"Yesterday . He suffered from a serious disease . When he saw the red light , it was too late .",How terrible !,conversation,neutral
Peter is a bag lady now .,That black sheep . It serves him right .,conversation,neutral
He was so rich in the past . Maybe he ’ s regretting his past mistakes now .,It ’ s too late .,conversation,neutral
Hello . Is this Ann ?,"Yes , it is . Kelly ?",conversation,neutral
"Yes , it's me .",Do you have a cold ?,conversation,neutral
No . Worse than that . I have a flu . I'm in bed with a fever .,"Oh , no ! What about your presentation today ?",conversation,neutral
"I'd like to do it , of course . But I just can't . I'm afraid I'd fall down in the middle of it .",I understand . What should I tell Mr . Morley ?,conversation,neutral
Why not just tell him I'm sick ? I'll ring him myself this afternoon .,Alright . Have you been to see a doctor ?,conversation,neutral
"Not yet . I feel too lousy to go out.Anyway , I have a flu . I know what it is . I don't need a doctor to tell me that .",Do you think you'll be able to come in tomorrow ? Or should I call off your appointments for tomorrow too ?,conversation,neutral
I'm not sure yet.Maybe this will all be gone in a day.So it's probably better if you don't call off my appointments . I will call you later this afternoon and tell you what I think .,It's rainy weather today . Maybe it's better if you just stay inside.Make yourself some chicken soup and sleep .,conversation,neutral
"Yes , that's what I plan to do . Except I won't make the chicken soup.Right now I don't think I could swallow more than a spoonful of it .","That bad , huh ?",conversation,neutral
"Yeah , I'm very nauseous.It ' s mostly nausea and a fever .","Well , I'll cancel your appointments for today . And I'll tell Mr . Morley .",conversation,neutral
"Thanks , Ann . Talk to you this afternoon .",Hope you feel better .,conversation,happiness
"Susan , good evening . Why are you so dressed up ?",I am on my way out to a New Year ’ s banquet . How do I look ? Is my make-up OK ?,conversation,happiness
You look great . Your make-up is perfect .,Do you think I should wear a different dress ?,conversation,happiness
"No , the one you have on looks fabulous , especially with your hair like that .",Thanks for saying . Do you have any ideas which necklace I should wear ?,conversation,happiness
With that dress I'd say your white diamond necklace would look perfect .,"Thanks for helping out . Now that I ’ m ready , what are you doing tonight ?",conversation,happiness
"Not much , just a house party with some friends .",Sounds fun . Anyone I know ?,conversation,happiness
"Yeah , most of the people are from our office .","Sounds Like I'm missing out on a good time . Oh , well , there is always next year .",conversation,happiness
Is it true that rice is the staple food in most of Southeast Asia ?,"I'm not an expert , but that's the impression I have .",conversation,neutral
"Is rice your staple food , too ?","Needless to say , as a Westerner , it's bread .",conversation,neutral
What do you like to do with your free time ?,Study English .,conversation,neutral
You mean you like to study English ? Why ?,It gives me great satisfaction .,conversation,neutral
Studying English wouldn't give me any satisfaction . It's hard work .,I don't mind the work . I think it's worthwhile .,conversation,neutral
"Hi Bob , how ’ s business ?",Just okay .,conversation,neutral
"Okay , enough small talk . Let ’ s get down to business .",Good idea .,conversation,happiness
"Since we ’ re good friends , you don't have to pay me .","No , I can ’ t accept it . Business is business .",conversation,neutral
What a coincidence seeing you here . !,"It is , isn't it ?",conversation,neutral
"We used to be very friendly , but it seems now that my daughter ’ s marriage has taken its toll of our relationship .",What do you mean ?,conversation,neutral
"I don ’ t like her husband , that bad egg , but my daughter insists on marrying him .",She is a grow-up . She can make her own decision .,conversation,neutral
How wonderful it is to be in love ! It's love at first sight ! Oh . he's my Romeo !,"Hey , Julie . How's it going ?",conversation,neutral
"Oh , Mary . You've surprised me !",Who were you talking to ?,conversation,happiness
Um — I was just thinking aloud .,You look so happy . I see a twinkle in your eyes .,conversation,happiness
"Come off it , Mary .","Oh , you have a crush on someone , don't you ? Maybe those are wedding bells in your eyes !",conversation,happiness
"You certainly do like teasing me , Mary . Well I'm in love with someone . The question is , how do I get his attention ?","Well , that's easy . Walk up to him and kiss him .",conversation,happiness
"Are you ready for the big competition today , Todd ? The winner gets two tickets to the Sydney Olympics !","Steve , I was born ready ! I ’ m going to blow you guys off the treadmill today .",conversation,neutral
We ’ Ve still got a lot of time before we have to start running .,Let ’ s hit the whirlpool for a bit . It ’ ll help me loosen up .,conversation,neutral
John's very late.Do you think he's coming ?,"Well , it doesn't seem like it.He must have forgotten .",conversation,neutral
I've come to apologize for what I said yesterday .,Don ’ t think any more about it .,conversation,neutral
I must make an apology for losing my temper .,It ’ s really not necessary . I know your intention was good .,conversation,neutral
You are saying he will be promoted to the general manager ?,Yeah .,conversation,neutral
Are you sure ?,Yes . I bet my bottom dollar that he will get promoted .,conversation,neutral
Just because he gets on well with everybody ?,"Partly , and he's also a hardworking man .",conversation,neutral
Would you like to come by and play bridge ?,"Well , let's see.Why don't we go dancing for a change ? We haven't done that for a long time .",conversation,neutral
"Well , to tell the truth , I don't really feel like it tonight . I had a pretty hard day and I'm sort of tired .","Hmm.Well , in that case , we could go to the movies .",conversation,neutral
"Oh , we always go to the movies.Can ' t we do something different ?","Well , do you have any suggestions ?",conversation,neutral
Let's see.How do you feel about playing bridge ?,"It's OK with me , but we don't have any beer and things .",conversation,happiness
"Well , shall I call Janet and ask her and Tom to come over , and I'll go to the store and buy some stuff .",OK .,conversation,happiness
"Hello , Tom . I'm really glad to meet you here .","I'm glad too . Steven , I want to tell you that I'm going to divorce my wife .",conversation,happiness
"I'm so surprised , B . Why did you decide to end your marriage suddenly ?",We don't get along well with each other and fight a lot .,conversation,neutral
I didn't know that . I thought that you were happy together .,"That isn't true . Actually , we have been separated for six months .",conversation,neutral
"I can't believe it . But if you both determine to divorce , I hope you will have an amicable split .","Thank you , Steven . I accept your advice .",conversation,happiness
"Hello , Tom . I'm really glad to meet you here .","I'm glad too . Steven , I want to tell you that I'm going to divorce my wife .",conversation,happiness
"I'm so surprised , B . Why did you decide to end your marriage suddenly ?",We don't get along well with each other and fight a lot .,conversation,neutral
I didn't know that . I thought that you were happy together .,"That isn't true . Actually , we have been separated for six months .",conversation,neutral
"I can't believe it . But if you both determine to divorce , I hope you will have an amicable split .","Thank you , Steven . I accept your advice .",conversation,happiness
"Dad , I want to learn how to drive this summer vacation .",That's a good idea . You'd better hurry up before they've filled all classes . Many people are learning how to drive now .,conversation,happiness
I will get registered now at once . Do you know any training schools ?,I am not sure . You can search for them on the Internet .,conversation,neutral
"OK . look , I've typed driver schools , and there are so many results coming out .","Let me see . teetee Training School , summer program , 3,000 Yuan , learn how to drive within one month , and get driver's license within three months .",conversation,neutral
"3,000 Yuan is a little bit steep .","I think so . Let's see the next one , 3,500 Yuan , summer program . Forget it .",conversation,neutral
I've heard that the Ideal Life School is famous . They offer many programs and there are many classes available . The charge is also fair .,"Search on the Internet then , see if we can find something more about it .",conversation,neutral
"Ah , got it . Ideal Life School , programs",Don't worry . Let's check out some other schools .,conversation,neutral
Did you have any hobbies ?,"Yes , reading is my hobby .",conversation,neutral
What kind of books do you like to read most ?,"Many kinds of books . When I was a child in elementary school , I enjoyed reading fables and science fiction . When I became to a teenager at middle school , I was interested in detective mystery stories . Now I like reading romance stories .",conversation,neutral
Are you in love ?,Why ?,conversation,neutral
People say only those that are in love like to read romance stories .,"Well , maybe .",conversation,neutral
